"Date","Price","Open","High","Low","Vol.","Change %"
"04/09/2024","63.12","60.68","63.91","56.98","4.71K","-5.13%"
"03/09/2024","66.53","70.86","70.86","66.17","0.35K","-7.82%"
"02/09/2024","72.18","65.69","70.91","65.69","0.78K","7.24%"
"30/08/2024","67.30","70.17","71.21","65.60","0.81K","-5.93%"
"29/08/2024","71.55","62.04","72.00","61.98","4.05K","18.23%"
"28/08/2024","60.51","65.00","66.40","60.00","4.53K","-8.86%"
"27/08/2024","66.39","66.89","68.50","63.00","1.17K","-11.08%"
"23/08/2024","74.67","75.00","78.00","74.50","2.92K","-3.21%"
"22/08/2024","77.15","77.58","82.81","77.15","1.99K","1.27%"
"21/08/2024","76.18","76.06","79.30","74.83","1.50K","4.79%"
"20/08/2024","72.70","79.86","79.86","72.11","3.48K","-2.98%"
"19/08/2024","74.94","75.76","81.30","74.66","3.42K","0.28%"
"16/08/2024","74.72","70.41","77.24","65.63","4.38K","9.00%"
"15/08/2024","68.55","69.00","71.70","67.50","1.70K","-0.53%"
"14/08/2024","68.92","65.46","69.00","63.45","3.16K","5.43%"
"13/08/2024","65.37","58.53","66.80","57.82","3.78K","10.14%"
"12/08/2024","59.35","62.90","69.83","58.70","4.06K","-1.90%"
"09/08/2024","60.50","61.80","62.38","56.50","10.60K","12.29%"
"08/08/2024","53.88","43.95","54.16","43.66","3.95K","1.57%"
"07/08/2024","53.05","44.47","53.38","44.16","3.43K","17.95%"
"06/08/2024","44.98","45.91","48.00","40.55","8.23K","41.18%"
"05/08/2024","31.86","25.54","33.00","19.88","8.70K","-9.41%"
"02/08/2024","35.17","38.69","40.40","32.75","7.74K","-24.91%"
"01/08/2024","46.83","49.89","50.00","46.83","0.80K","-7.12%"
"31/07/2024","50.43","49.00","51.11","48.06","0.20K","7.28%"
"30/07/2024","47.01","50.31","51.94","47.30","3.67K","-3.70%"
"29/07/2024","48.81","52.45","53.60","49.00","0.79K","0.60%"
"26/07/2024","48.52","48.60","50.50","48.50","1.92K","2.32%"
"25/07/2024","47.42","46.26","49.02","42.00","5.50K","-10.15%"
"24/07/2024","52.78","59.68","60.55","52.40","7.89K","-16.23%"
"23/07/2024","63.00","57.92","63.50","57.14","2.40K","8.79%"
"22/07/2024","57.92","61.50","63.37","55.00","17.15K","-9.53%"
"19/07/2024","64.01","63.10","66.00","58.70","13.25K","5.85%"
"18/07/2024","60.47","58.77","67.70","57.01","2.27K","3.29%"
"17/07/2024","58.55","59.28","62.38","52.65","7.39K","-1.24%"
"16/07/2024","59.28","62.88","62.88","53.18","7.11K","-5.72%"
"15/07/2024","62.88","60.41","64.96","56.78","3.92K","10.74%"
"12/07/2024","56.78","52.31","57.09","50.94","4.43K","7.72%"
"11/07/2024","52.71","59.99","62.33","52.99","7.63K","-6.31%"
"10/07/2024","56.26","54.15","56.50","53.40","1.55K","4.36%"
"09/07/2024","53.91","57.08","59.00","53.00","4.50K","-2.72%"
"08/07/2024","55.42","50.97","59.14","50.94","8.42K","7.63%"
"05/07/2024","51.49","46.08","53.19","45.00","2.24K","12.98%"
"04/07/2024","45.58","48.44","48.44","44.98","1.26K","-2.87%"
"03/07/2024","46.92","47.48","48.00","45.50","2.93K","-1.54%"
"02/07/2024","47.66","44.72","48.38","44.03","1.67K","5.30%"
"01/07/2024","45.26","44.27","45.28","42.00","1.22K","2.43%"
"28/06/2024","44.19","44.04","45.00","42.03","1.03K","7.88%"
"27/06/2024","40.96","35.71","42.00","35.71","3.03K","4.49%"
"26/06/2024","39.20","40.09","40.22","38.52","2.53K","-0.92%"
"25/06/2024","39.56","37.72","39.80","37.00","1.65K","6.41%"
"24/06/2024","37.18","36.06","38.00","34.00","4.03K","-2.72%"
"21/06/2024","38.22","44.09","44.99","37.15","18.85K","-22.26%"
"20/06/2024","49.16","48.49","51.00","47.00","5.39K","6.71%"
"19/06/2024","46.07","42.96","46.91","42.96","1.33K","4.32%"
"18/06/2024","44.17","42.61","45.17","41.59","12.12K","16.92%"
"17/06/2024","37.77","35.78","38.20","35.45","5.50K","7.36%"
"14/06/2024","35.19","34.79","35.70","33.15","3.01K","-1.07%"
"13/06/2024","35.57","37.50","39.00","35.38","10.63K","-9.14%"
"12/06/2024","39.15","37.98","40.00","36.90","8.29K","10.17%"
"11/06/2024","35.53","33.78","35.85","33.30","4.44K","5.09%"
"10/06/2024","33.81","34.00","34.65","31.00","4.34K","-5.21%"
"07/06/2024","35.67","37.44","38.10","34.93","3.64K","-4.23%"
"06/06/2024","37.24","35.97","37.81","33.70","10.52K","13.80%"
"05/06/2024","32.73","30.28","33.14","30.00","3.45K","14.86%"
"04/06/2024","28.50","27.22","28.58","26.13","6.91K","4.44%"
"03/06/2024","27.28","29.89","30.19","27.00","3.35K","-3.59%"
"31/05/2024","28.30","30.88","31.11","28.13","3.05K","1.27%"
"30/05/2024","27.94","26.58","28.67","26.55","2.87K","8.27%"
"29/05/2024","25.81","26.16","26.33","24.88","9.80K","-4.51%"
"28/05/2024","27.03","26.80","27.21","25.72","1.62K","1.73%"
"24/05/2024","26.57","25.97","26.79","25.50","2.45K","-0.30%"
"23/05/2024","26.65","26.99","29.04","25.50","1.48K","-4.14%"
"22/05/2024","27.80","27.54","28.17","27.10","2.65K","0.40%"
"21/05/2024","27.69","27.42","28.73","27.00","2.58K","-0.86%"
"20/05/2024","27.93","31.55","31.55","27.50","5.02K","-8.63%"
"17/05/2024","30.57","30.00","31.34","29.00","3.16K","3.21%"
"16/05/2024","29.62","29.69","29.86","28.80","11.02K","3.93%"
"15/05/2024","28.50","28.99","30.70","27.90","2.72K","-5.72%"
"14/05/2024","30.23","26.89","30.33","26.01","11.95K","13.36%"
"13/05/2024","26.67","25.57","27.59","24.50","6.64K","4.06%"
"10/05/2024","25.63","27.83","28.99","25.41","11.17K","-11.50%"
"09/05/2024","28.96","28.80","29.43","26.74","4.60K","4.30%"
"08/05/2024","27.76","30.44","30.50","27.02","12.09K","-9.80%"
"07/05/2024","30.78","39.45","40.20","28.50","12.53K","-23.76%"
"03/05/2024","40.38","39.29","43.05","39.29","14.35K","6.04%"
"02/05/2024","38.08","39.06","39.14","37.24","5.16K","10.02%"
"01/05/2024","34.61","35.04","36.12","33.82","4.31K","-8.18%"
"30/04/2024","37.69","40.58","40.85","37.69","2.52K","-4.78%"
"29/04/2024","39.58","39.56","40.48","39.22","5.86K","4.71%"
"26/04/2024","37.81","36.51","38.65","36.15","1.98K","13.97%"
"25/04/2024","33.17","32.38","33.56","30.50","2.24K","-4.24%"
"24/04/2024","34.64","36.96","36.96","34.80","3.76K","0.09%"
"23/04/2024","34.61","30.04","36.00","30.04","2.39K","18.16%"
"22/04/2024","29.29","29.91","30.55","28.99","1.42K","-4.35%"
"19/04/2024","30.62","31.20","32.31","30.76","0.97K","-7.79%"
"18/04/2024","33.21","33.95","34.14","30.50","2.20K","-3.54%"
"17/04/2024","34.43","36.74","37.19","34.27","0.87K","-2.31%"
"16/04/2024","35.24","35.97","35.97","33.20","3.46K","-10.19%"
"15/04/2024","39.24","39.21","42.29","39.00","2.50K","-7.08%"
"12/04/2024","42.22","41.93","43.26","40.34","1.03K","6.27%"
"11/04/2024","39.73","39.18","39.76","37.70","0.80K","-0.11%"
"10/04/2024","39.78","40.67","41.50","37.21","2.11K","-1.10%"
"09/04/2024","40.22","44.62","44.62","39.30","0.72K","-5.97%"
"08/04/2024","42.77","39.39","43.19","39.39","2.82K","2.97%"
"05/04/2024","41.54","40.00","43.96","39.01","6.16K","-5.84%"
"04/04/2024","44.12","41.84","48.08","41.77","8.85K","6.12%"
"03/04/2024","41.57","41.08","42.39","39.36","1.91K","8.68%"
"02/04/2024","38.25","43.20","43.20","35.65","3.21K","-12.38%"
"28/03/2024","43.65","51.69","51.98","43.00","3.52K","-15.83%"
"27/03/2024","51.86","56.20","58.28","50.74","1.26K","-8.90%"
"26/03/2024","56.93","52.90","58.44","52.50","1.71K","10.41%"
"25/03/2024","51.56","50.59","51.97","48.80","1.32K","2.47%"
"22/03/2024","50.32","52.80","53.70","49.63","0.79K","-7.25%"
"21/03/2024","54.26","56.63","57.85","54.03","4.01K","11.10%"
"20/03/2024","48.84","47.25","49.19","47.25","0.27K","4.78%"
"19/03/2024","46.61","48.15","48.92","42.96","3.86K","-3.64%"
"18/03/2024","48.37","48.58","49.23","45.63","4.07K","1.52%"
"15/03/2024","47.65","51.26","52.61","47.53","1.51K","-8.13%"
"14/03/2024","51.86","57.31","59.03","51.47","4.70K","-10.75%"
"13/03/2024","58.11","55.95","58.69","53.50","1.95K","4.86%"
"12/03/2024","55.42","61.88","62.23","53.70","7.85K","-12.52%"
"11/03/2024","63.35","64.44","69.54","61.59","5.32K","0.21%"
"08/03/2024","63.21","68.03","73.11","64.36","7.08K","-11.71%"
"07/03/2024","71.59","66.53","75.27","64.17","17.53K","11.89%"
"06/03/2024","63.99","51.87","65.51","51.40","11.87K","29.95%"
"05/03/2024","49.24","50.47","53.67","47.70","6.20K","-6.55%"
"04/03/2024","52.69","55.68","57.14","48.21","8.62K","-10.04%"
"01/03/2024","58.57","60.02","63.00","55.34","4.62K","5.49%"
"29/02/2024","55.52","54.49","60.93","53.60","4.82K","-2.22%"
"28/02/2024","56.78","57.83","58.82","54.57","2.15K","5.93%"
"27/02/2024","53.61","49.17","55.23","49.17","2.28K","6.12%"
"26/02/2024","50.51","46.66","51.67","46.50","2.97K","10.12%"
"23/02/2024","45.87","48.63","49.83","45.29","2.74K","-8.54%"
"22/02/2024","50.15","51.17","54.40","47.01","6.69K","12.71%"
"21/02/2024","44.50","44.83","45.52","41.86","0.77K","-3.39%"
"20/02/2024","46.06","54.85","54.85","45.63","3.49K","-21.32%"
"19/02/2024","58.54","59.17","59.17","56.04","0.33K","-4.49%"
"16/02/2024","61.29","63.77","64.66","58.28","1.53K","-0.40%"
"15/02/2024","61.54","63.68","65.00","58.60","12.58K","0.05%"
"14/02/2024","61.51","53.79","61.26","52.88","3.78K","8.83%"
"13/02/2024","56.52","59.32","59.58","50.00","11.83K","-12.22%"
"12/02/2024","64.39","56.58","62.07","52.93","16.07K","16.70%"
"09/02/2024","55.17","59.49","63.24","51.66","6.46K","-0.23%"
"08/02/2024","55.30","52.61","58.91","50.31","11.41K","5.84%"
"07/02/2024","52.25","40.42","51.10","38.87","18.61K","37.01%"
"06/02/2024","38.13","32.68","41.33","32.03","32.99K","72.74%"
"05/02/2024","22.08","24.33","26.22","21.95","19.23K","1.18%"
"02/02/2024","21.82","22.09","22.29","20.12","10.56K","10.88%"
"01/02/2024","19.68","20.48","21.16","19.77","7.30K","-3.43%"
"31/01/2024","20.38","21.50","21.98","20.38","21.64K","-11.56%"
"30/01/2024","23.04","24.69","24.96","23.17","3.77K","2.06%"
"29/01/2024","22.58","21.67","23.23","21.22","5.01K","3.63%"
"26/01/2024","21.78","20.73","22.70","20.57","5.96K","-5.53%"
"25/01/2024","23.06","22.97","24.36","22.20","5.77K","-9.29%"
"24/01/2024","25.42","26.44","26.78","25.19","0.92K","-0.94%"
"23/01/2024","25.66","27.20","27.83","25.57","14.62K","-6.13%"
"22/01/2024","27.33","24.20","29.42","23.76","44.77K","28.50%"
"19/01/2024","21.27","21.66","22.72","20.94","12.21K","-1.87%"
"18/01/2024","21.68","21.86","23.29","20.92","6.93K","2.39%"
"17/01/2024","21.17","20.81","21.52","20.30","9.49K","-5.00%"
"16/01/2024","22.29","22.35","22.90","21.07","5.09K","-3.19%"
"15/01/2024","23.02","23.34","23.45","22.99","0.70K","-0.76%"
"12/01/2024","23.20","22.45","23.96","21.67","4.44K","9.99%"
"11/01/2024","21.09","23.79","24.65","20.87","40.94K","-10.82%"
"10/01/2024","23.65","22.06","24.31","21.90","5.42K","6.29%"
"09/01/2024","22.25","22.54","22.66","21.22","1.78K","-3.04%"
"08/01/2024","22.94","20.02","23.47","19.96","5.72K","14.20%"
"05/01/2024","20.09","19.76","20.76","18.36","14.24K","-9.72%"
"04/01/2024","22.25","21.74","22.30","20.61","17.65K","5.56%"
"03/01/2024","21.08","23.77","23.90","20.29","9.49K","-11.02%"
"02/01/2024","23.69","26.02","26.33","22.52","6.41K","-12.24%"
"29/12/2023","27.00","27.49","27.49","26.99","2.90K","-2.99%"
"28/12/2023","27.83","27.75","28.22","26.64","2.99K","2.17%"
"27/12/2023","27.24","28.15","28.59","26.69","4.76K","-1.46%"
"22/12/2023","27.64","27.00","27.47","27.00","0.63K","0.56%"
"21/12/2023","27.49","26.70","28.04","26.70","2.30K","-2.60%"
"20/12/2023","28.22","29.30","29.42","27.17","4.90K","-4.85%"
"19/12/2023","29.66","30.48","30.90","29.00","2.80K","-2.77%"
"18/12/2023","30.51","32.00","32.29","30.32","3.04K","-7.94%"
"15/12/2023","33.14","31.78","35.44","31.45","7.36K","9.91%"
"14/12/2023","30.15","30.94","32.65","28.89","7.01K","12.84%"
"13/12/2023","26.72","27.50","28.30","26.26","1.97K","-4.21%"
"12/12/2023","27.89","29.26","30.35","27.89","2.85K","-7.08%"
"11/12/2023","30.02","28.69","31.51","28.69","11.07K","7.14%"
"08/12/2023","28.02","27.02","28.53","25.66","6.37K","5.14%"
"07/12/2023","26.65","27.49","27.60","25.67","3.41K","-6.38%"
"06/12/2023","28.46","31.69","32.70","26.87","8.16K","-9.86%"
"05/12/2023","31.58","31.00","33.41","30.00","3.37K","-6.35%"
"04/12/2023","33.72","43.92","44.23","33.67","6.21K","-19.85%"
"01/12/2023","42.07","43.13","44.55","41.36","2.25K","-2.28%"
"30/11/2023","43.05","43.23","44.59","42.35","2.73K","-0.25%"
"29/11/2023","43.16","43.45","45.58","42.49","2.62K","6.98%"
"28/11/2023","40.34","37.09","40.44","37.09","0.73K","2.57%"
"27/11/2023","39.33","38.84","40.11","35.53","5.59K","-0.97%"
"24/11/2023","39.71","39.18","42.15","38.09","0.82K","-2.45%"
"23/11/2023","40.71","40.85","41.63","40.35","0.31K","-5.43%"
"22/11/2023","43.05","41.86","46.02","39.79","4.87K","-8.94%"
"21/11/2023","47.28","54.75","57.27","47.88","5.73K","-12.17%"
"20/11/2023","53.83","47.96","54.49","47.08","3.69K","15.94%"
"17/11/2023","46.42","41.05","47.50","41.05","1.68K","13.71%"
"16/11/2023","40.83","43.33","44.55","40.24","8.96K","-12.44%"
"15/11/2023","46.63","45.01","47.55","44.22","1.80K","4.45%"
"14/11/2023","44.64","43.98","47.28","42.00","2.27K","4.72%"
"13/11/2023","42.63","41.61","43.81","41.25","2.59K","2.21%"
"10/11/2023","41.71","34.32","42.47","33.19","9.17K","9.53%"
"09/11/2023","38.08","36.88","38.41","35.19","1.64K","6.09%"
"08/11/2023","35.89","38.14","39.31","34.90","2.97K","-8.84%"
"07/11/2023","39.37","35.89","40.12","35.58","2.56K","10.56%"
"06/11/2023","35.61","38.42","40.20","34.85","4.92K","-8.82%"
"03/11/2023","39.06","34.55","39.95","33.14","6.56K","21.41%"
"02/11/2023","32.17","22.98","34.63","22.94","21.10K","55.68%"
"01/11/2023","20.66","20.68","21.08","19.39","11.83K","-1.80%"
"31/10/2023","21.04","19.65","20.94","19.27","5.35K","3.46%"
"30/10/2023","20.34","22.76","22.96","19.77","9.06K","-10.62%"
"27/10/2023","22.76","24.22","24.62","21.61","2.73K","-2.61%"
"26/10/2023","23.37","23.05","24.92","22.10","5.45K","-14.66%"
"25/10/2023","27.38","29.01","29.20","27.72","1.02K","-7.67%"
"24/10/2023","29.66","28.76","30.68","28.20","4.27K","12.97%"
"23/10/2023","26.25","27.26","27.26","23.02","11.19K","-2.03%"
"20/10/2023","26.80","31.87","32.65","26.03","12.48K","-20.95%"
"19/10/2023","33.90","32.49","35.00","32.37","1.18K","-4.92%"
"18/10/2023","35.65","37.29","38.24","34.82","2.30K","-4.67%"
"17/10/2023","37.40","34.79","37.28","32.17","1.38K","7.90%"
"16/10/2023","34.66","34.28","35.30","31.61","2.56K","-1.91%"
"13/10/2023","35.34","38.02","39.25","34.28","3.76K","-9.54%"
"12/10/2023","39.06","39.60","39.68","35.74","3.34K","1.32%"
"11/10/2023","38.55","39.39","40.88","36.82","2.63K","-1.45%"
"10/10/2023","39.12","35.67","40.31","35.25","3.53K","19.22%"
"09/10/2023","32.81","29.58","37.05","29.18","8.00K","9.92%"
"06/10/2023","29.85","26.94","29.38","24.30","3.74K","18.25%"
"05/10/2023","25.24","25.54","27.02","24.62","0.90K","2.63%"
"04/10/2023","24.60","23.91","26.01","23.50","2.54K","5.52%"
"03/10/2023","23.31","28.08","28.24","23.29","2.65K","-20.51%"
"02/10/2023","29.33","30.61","30.61","27.70","2.01K","1.53%"
"29/09/2023","28.89","27.22","32.49","27.22","4.59K","10.37%"
"28/09/2023","26.17","23.89","26.71","23.33","2.32K","12.72%"
"27/09/2023","23.22","19.85","23.12","19.62","6.70K","18.61%"
"26/09/2023","19.58","19.90","20.17","19.17","1.99K","-2.82%"
"25/09/2023","20.15","20.90","20.90","18.92","2.80K","-4.30%"
"22/09/2023","21.05","20.89","21.40","19.88","1.37K","4.25%"
"21/09/2023","20.19","22.64","22.64","18.37","4.10K","-18.22%"
"20/09/2023","24.69","25.49","26.30","24.69","1.09K","0.24%"
"19/09/2023","24.63","26.89","26.89","24.35","0.29K","-6.37%"
"18/09/2023","26.31","26.33","27.10","25.47","0.61K","0.86%"
"15/09/2023","26.08","28.87","28.87","25.65","1.66K","-8.82%"
"14/09/2023","28.61","28.20","29.25","27.52","1.20K","1.43%"
"13/09/2023","28.20","27.31","28.25","27.13","0.96K","1.11%"
"12/09/2023","27.89","29.80","30.16","27.24","1.61K","-7.20%"
"11/09/2023","30.06","26.33","30.06","25.55","2.11K","14.14%"
"08/09/2023","26.33","26.15","27.17","25.44","1.16K","10.41%"
"07/09/2023","23.85","26.35","26.35","21.25","5.01K","-9.47%"
"06/09/2023","26.35","25.23","26.44","25.17","2.15K","4.04%"
"05/09/2023","25.32","24.86","26.11","24.44","1.36K","-1.13%"
"04/09/2023","25.61","26.25","26.47","26.06","0.14K","1.35%"
"01/09/2023","25.27","23.45","26.98","23.19","2.25K","3.38%"
"31/08/2023","24.45","28.50","30.08","24.00","4.87K","-22.10%"
"30/08/2023","31.38","28.20","31.16","26.19","4.39K","11.30%"
"29/08/2023","28.20","24.30","28.39","23.90","2.09K","26.93%"
"25/08/2023","22.22","22.20","23.67","21.47","3.60K","5.90%"
"24/08/2023","20.98","33.00","33.28","21.00","7.56K","-23.67%"
"23/08/2023","27.48","26.25","27.92","24.61","4.79K","3.82%"
"22/08/2023","26.47","24.66","27.04","24.39","4.65K","11.47%"
"21/08/2023","23.75","24.18","25.78","23.42","1.70K","5.10%"
"18/08/2023","22.59","21.42","23.29","19.94","5.96K","-8.59%"
"17/08/2023","24.72","28.00","30.95","24.98","5.89K","-17.70%"
"16/08/2023","30.04","30.10","30.59","28.40","1.09K","-1.05%"
"15/08/2023","30.35","31.05","31.05","31.05","0.11K","-3.60%"
"14/08/2023","31.49","30.80","31.49","28.42","1.24K","7.05%"
"11/08/2023","29.41","30.11","31.64","27.49","2.25K","-4.37%"
"10/08/2023","30.76","29.95","32.79","27.80","7.77K","-2.44%"
"09/08/2023","31.53","42.93","46.85","30.72","6.81K","-17.74%"
"08/08/2023","38.32","53.53","56.76","34.56","6.78K","-10.73%"
"07/08/2023","42.93","56.22","56.22","42.55","2.51K","-23.89%"
"04/08/2023","56.41","62.67","63.05","52.22","2.46K","-6.61%"
"03/08/2023","60.40","60.83","63.21","55.37","2.60K","6.72%"
"02/08/2023","56.60","64.90","67.05","54.99","34.72K","-20.32%"
"01/08/2023","71.04","68.66","75.65","63.59","7.41K","6.38%"
"31/07/2023","66.78","56.45","70.96","55.76","5.79K","41.84%"
"28/07/2023","47.08","43.16","49.92","40.70","1.98K","7.54%"
"27/07/2023","43.78","42.78","47.39","42.78","2.60K","8.67%"
"26/07/2023","40.28","43.78","43.85","40.09","0.36K","-5.50%"
"25/07/2023","42.62","42.55","45.54","41.16","1.97K","3.84%"
"24/07/2023","41.05","44.31","44.62","39.17","2.48K","-7.61%"
"21/07/2023","44.43","47.77","52.22","41.09","3.27K","-13.27%"
"20/07/2023","51.23","55.99","55.99","46.08","2.36K","-17.25%"
"19/07/2023","61.90","55.99","65.28","55.22","3.66K","18.79%"
"18/07/2023","52.11","52.22","57.37","49.38","2.24K","3.91%"
"17/07/2023","50.15","43.78","51.46","42.70","1.05K","13.17%"
"14/07/2023","44.31","46.77","48.15","42.78","2.92K","-2.53%"
"13/07/2023","45.47","46.08","50.07","45.16","3.00K","-0.50%"
"12/07/2023","45.70","45.08","47.92","43.85","1.31K","3.84%"
"11/07/2023","44.01","42.32","47.00","41.55","3.85K","14.14%"
"10/07/2023","38.55","36.17","38.94","33.41","1.08K","1.83%"
"07/07/2023","37.86","32.18","39.71","32.18","2.81K","17.52%"
"06/07/2023","32.22","37.63","38.63","30.87","1.62K","-10.36%"
"05/07/2023","35.94","36.63","37.86","35.17","1.08K","-2.09%"
"04/07/2023","36.71","38.55","39.71","34.94","0.01K","0.74%"
"03/07/2023","36.44","36.33","38.40","35.02","0.90K","1.06%"
"30/06/2023","36.06","37.32","39.24","34.87","0.68K","-2.59%"
"29/06/2023","37.02","36.94","38.55","35.25","2.36K","6.87%"
"28/06/2023","34.64","30.72","36.56","29.72","0.95K","15.35%"
"27/06/2023","30.03","28.65","30.41","28.03","1.97K","5.25%"
"26/06/2023","28.53","27.57","30.87","26.57","0.89K","8.63%"
"23/06/2023","26.27","28.80","29.18","25.04","2.52K","-9.04%"
"22/06/2023","28.88","31.87","31.87","26.88","18.97K","-10.79%"
"21/06/2023","32.37","43.55","43.93","30.03","3.82K","-20.77%"
"20/06/2023","40.86","44.54","50.53","39.63","1.68K","-1.02%"
"19/06/2023","41.28","44.47","45.39","41.55","4.17K","-7.01%"
"16/06/2023","44.39","47.92","52.92","43.24","4.81K","-5.71%"
"15/06/2023","47.08","43.78","48.31","38.02","5.84K","9.27%"
"14/06/2023","43.08","41.86","45.31","40.78","2.14K","5.15%"
"13/06/2023","40.97","42.55","47.16","36.40","3.62K","5.33%"
"12/06/2023","38.90","39.17","44.16","36.94","1.67K","9.04%"
"09/06/2023","35.67","39.71","43.39","35.64","4.18K","-8.56%"
"08/06/2023","39.01","33.56","40.86","30.72","2.86K","-11.73%"
"07/06/2023","44.20","40.55","53.30","39.32","6.57K","15.45%"
"06/06/2023","38.28","39.94","41.09","37.63","4.05K","-6.21%"
"05/06/2023","40.82","33.25","42.16","30.34","5.19K","19.04%"
"02/06/2023","34.29","36.56","36.63","31.41","3.05K","-5.20%"
"01/06/2023","36.17","32.26","37.09","31.56","1.41K","18.19%"
"31/05/2023","30.60","35.56","36.10","29.11","3.16K","-14.94%"
"30/05/2023","35.98","30.26","37.02","30.26","7.23K","19.06%"
"26/05/2023","30.22","22.73","31.80","22.50","10.19K","35.22%"
"25/05/2023","22.35","23.12","27.72","21.66","12.40K","13.89%"
"24/05/2023","19.62","23.65","23.65","18.82","4.46K","-20.90%"
"23/05/2023","24.81","20.28","26.65","19.05","4.13K","34.86%"
"22/05/2023","18.39","18.43","18.82","17.05","0.59K","-2.64%"
"19/05/2023","18.89","18.51","21.27","18.12","4.49K","8.13%"
"18/05/2023","17.47","12.60","17.43","12.60","2.33K","46.30%"
"17/05/2023","11.94","9.75","11.67","9.75","0.73K","15.19%"
"16/05/2023","10.37","10.75","10.83","10.06","1.86K","1.50%"
"15/05/2023","10.21","11.21","11.21","9.22","1.39K","-10.14%"
"12/05/2023","11.37","11.67","12.29","11.37","0.84K","0.34%"
"11/05/2023","11.33","12.75","12.98","11.14","1.33K","-5.14%"
"10/05/2023","11.94","10.21","13.75","10.21","4.23K","16.04%"
"09/05/2023","10.29","10.21","10.37","9.22","5.40K","87.41%"
"05/05/2023","5.49","5.76","5.84","5.53","0.41K","-2.72%"
"04/05/2023","5.64","5.99","5.99","5.76","0.14K","-5.16%"
"03/05/2023","5.95","6.14","6.22","5.91","0.28K","1.31%"
"02/05/2023","5.88","6.37","6.60","5.84","0.48K","-8.93%"
"28/04/2023","6.45","6.76","6.91","6.30","1.91K","-2.89%"
"27/04/2023","6.64","6.76","6.84","6.53","0.08K","-2.81%"
"26/04/2023","6.84","7.07","7.14","6.37","0.63K","-1.66%"
"25/04/2023","6.95","7.22","7.30","6.91","2.01K","-3.21%"
"24/04/2023","7.18","7.60","7.91","7.30","5.31K","-6.50%"
"21/04/2023","7.68","7.91","7.99","7.45","2.50K","-3.38%"
"20/04/2023","7.95","8.45","8.76","7.99","1.05K","-10.39%"
"19/04/2023","8.87","9.60","9.60","8.83","0.11K","-11.83%"
"18/04/2023","10.06","9.98","10.29","9.60","0.56K","1.55%"
"17/04/2023","9.91","10.06","10.21","9.68","1.06K","5.74%"
"14/04/2023","9.37","8.99","9.52","8.91","0.06K","5.17%"
"13/04/2023","8.91","8.14","9.14","8.14","0.69K","6.42%"
"12/04/2023","8.37","9.37","10.14","8.29","1.25K","-6.03%"
"11/04/2023","8.91","8.76","9.91","8.52","0.32K","16.58%"
"06/04/2023","7.64","7.68","7.68","7.07","0.82K","4.74%"
"05/04/2023","7.30","8.68","10.14","7.14","0.49K","-12.04%"
"04/04/2023","8.29","8.68","9.14","8.45","0.22K","-0.46%"
"03/04/2023","8.33","8.60","8.91","7.99","1.22K","-4.41%"
"31/03/2023","8.72","8.22","8.83","7.91","0.16K","5.58%"
"30/03/2023","8.26","8.22","8.60","8.14","2.06K","3.86%"
"29/03/2023","7.95","7.91","8.29","7.91","0.54K","3.50%"
"28/03/2023","7.68","7.91","7.91","7.60","0.11K","0.00%"
