,Date,Open,High,Low,Close,Volume,5_day_MA,20_day_MA,Price Change
0,2025-01-24,0.3238511294231414,0.3192196035886864,0.32920869003493397,0.317054940738045,-0.49182341529123746,,,
1,2025-01-23,0.31482455202271686,0.35161728122155766,0.3280753507492596,0.37465559221602207,-0.3914218649345269,,,0.18167403839818252
2,2025-01-22,0.37547186893181955,0.3572516599403184,0.3736922569976628,0.34726704715051343,-0.26607391709654776,,,-0.0731032597258463
3,2025-01-21,0.11370112431950788,0.2597769081057649,0.1354076721845729,0.2888193272684481,-0.0840576095480326,,,-0.16830770544356533
4,2025-01-17,0.06546535133598967,0.06679943698822394,0.08752408736481992,0.058134365221841997,-0.6323650537762444,0.27718625451897416,,-0.7987171919149025
5,2025-01-16,0.045155552185034455,0.07243381570698419,0.07392401593672417,0.07789929465056003,-0.5560886203252874,0.22935512530147711,,0.3399870172022115
6,2025-01-15,0.06941447894867551,0.07412412932261227,0.0640072971870713,0.06999332287907253,-0.4926446958667525,0.1684226714340872,,-0.1014896451495747
7,2025-01-14,0.008485081495809878,0.0014406438506039724,0.01754038647441147,0.0016631382826481761,-0.46882755917681707,0.09930188966051416,,-0.9762386151387386
8,2025-01-13,0.019204142158814136,0.002004081722479998,0.023207082902784944,0.01154560299700719,-0.25067490630564127,0.043847144806225986,,5.942058346840167
9,2025-01-10,0.13570340673304282,0.1087755584429881,0.09602413200737919,0.09286416978944628,-0.4565083505440919,0.050793105719746844,,7.043249868674524
10,2025-01-08,0.11398320486327133,0.10088742823672374,0.12464094897066386,0.1171467973732992,-0.4649264764431208,0.05864260626429467,,0.2614854323137723
11,2025-01-07,0.13485716510175297,0.12117119162426067,0.12039092664938399,0.0948406627323178,-0.00018433077356181247,0.06361207423494372,,-0.19041181783144123
12,2025-01-06,0.03838561913471605,0.07130693996323213,0.06372396236565257,0.06406384405045751,-0.1707027102648667,0.0760922153885056,,-0.32451079310491593
13,2025-01-03,-0.026210825387072003,-0.05067735929792866,-0.0433766001305998,-0.04661976075036221,-0.4996255807586302,0.06445914263903171,,-1.727707827111403
14,2025-01-02,-0.019158811792990157,-0.025886092935383524,-0.010793095667453996,-0.024878338378772673,-0.27346544227618297,0.040910641005387924,,-0.4663563695234241
15,2024-12-31,0.019768303246340553,-0.0019399833806517045,0.0005402971892924755,-0.006242833488838844,-0.5471571940665616,0.016232714832960314,,-0.7490654965057669
16,2024-12-30,-0.00674726786740665,0.029612537444405746,0.005640323974828032,0.01126324686231126,-0.14442173184838633,-0.0004827683410409924,,-2.80418825561311
17,2024-12-27,0.038949780222242936,0.019188936814699506,0.041057176652160104,0.020298643172582002,0.4456683616591519,-0.009235808516616094,,0.8022017470383886
18,2024-12-26,0.007074678776993603,0.051868333383509005,0.023207082902784944,0.05954614589532165,-0.6282586508986693,0.011997372812520678,,1.9335037514109539
19,2024-12-24,-0.0016698180796674922,0.04454364104912067,-0.045359943880529906,0.027922258809373574,-0.6265134296756999,0.02255749225014993,0.0978618733735647,-0.5310820139651165
20,2024-12-23,0.016101256177418144,-0.005884048483783886,-0.001159711739219851,0.012392671401095463,-0.28024100702418175,0.02628459322813679,0.08262875990671723,-0.5561723180885634
21,2024-12-20,-0.0095680733050392,0.02735878595690164,0.021790408795691815,0.021710423846062137,-0.4904888343560256,0.028374028624886964,0.06498150148821923,0.7518760195758132
22,2024-12-19,0.038949780222242936,0.01834378000688523,0.026323765938389927,-0.0037016282765749875,-0.38823940270440627,0.023573974335055568,0.047433067716864806,-1.1705000465592657
23,2024-12-18,0.11595776866961402,0.11440993716174884,0.06287395790139641,0.053616667066706626,-0.5070171059382652,0.022388078569332562,0.03567293470677774,-15.484616784999444
24,2024-12-17,0.17660508557871668,0.1566677775524508,0.15807445789806535,0.13408816545505745,-0.44665298363791167,0.043621259898469336,0.039470624718438506,1.5008672263837854
25,2024-12-16,0.14275542032712465,0.14596245798680677,0.1677078418262995,0.16825325775326985,-0.3666807875971371,0.07479337716890422,0.043988322873574,0.25479573221294904
26,2024-12-13,0.14049877597701854,0.11412821822581058,0.10849086414980007,0.11968800258556306,-0.6162474224817622,0.0943888929168044,0.04647305685889853,-0.2886437731798567
27,2024-12-12,0.13147219857659398,0.1566677775524508,0.1597744668265772,0.16006492984708642,-0.36986324982725777,0.12714220454153669,0.05439314643712044,0.33735150047857587
28,2024-12-11,0.15234615881507563,0.13694745203678987,0.1376743507559217,0.13549994612853758,-0.2470818037877632,0.14351886035390288,0.06059086359369696,-0.15346886880228117
29,2024-12-10,0.11736817138843077,0.10314117972422784,-0.0073930778104298175,-0.010478175509278284,-0.08087514731791202,0.11460559216103575,0.05542374632876072,-1.0773297392999588
30,2024-12-09,0.14839703120238976,0.12145291056019893,0.1331409936132236,0.11037025014059638,-0.4819680483850573,0.10302899063850104,0.055084918967125585,-11.533346195896891
31,2024-12-06,0.14078085652078198,0.1504699609618145,0.1699745203976488,0.16288849119404622,-0.6598779530559975,0.11166908836019766,0.05848731039021201,0.47583693057276655
