Date,Open,High,Low,Close,Volume,5_day_MA,20_day_MA,Price Change
2024-08-29 20:00:00-04:00,-0.25086339725612045,-0.41652049169055005,-0.31940459523651565,-0.38517547558186654,0.12235017083325428,,,
2024-09-02 20:00:00-04:00,-0.41161671710921494,-0.5521077241838397,-0.9322853365960782,-0.9879343143136303,0.033673406901480595,,,1.564894124739391
2024-09-03 20:00:00-04:00,-1.0869767011261997,-1.2513504517563745,-1.2906894468364605,-1.1736962678232576,-0.18571705862120547,,,0.18803067250345062
2024-09-04 20:00:00-04:00,-1.0904074122206242,-0.8930127658812532,-0.8982903667900795,-1.025667211120272,-0.39622602781104577,,,-0.12612211588396793
2024-09-05 20:00:00-04:00,-0.862510175233761,-0.9162562914515276,-1.0682652158200692,-1.1765987983468467,-0.022301877287746536,-0.9498144134371745,,0.14715454056654642
2024-09-08 20:00:00-04:00,-1.1693137673924192,-1.300742943593214,-1.3654783804096544,-1.1678912067760834,0.5716943936651208,-1.106357559676018,,-0.00740064632311177
2024-09-09 20:00:00-04:00,-1.3555523696612528,-1.2804048587192232,-1.363535810706456,-1.2452920207384253,0.07802322103560828,-1.1578291009609771,,0.06627399325661831
2024-09-10 20:00:00-04:00,-1.1070708661078346,-1.1244795413519388,-1.2508667679208625,-0.9985769262334516,-0.14377860861644043,-1.122805232643016,,-0.1981182649501585
2024-09-11 20:00:00-04:00,-1.0046396348599764,-1.0799294506755701,-1.063408791562071,-0.9879343143136303,-0.3682686128759499,-1.1152586532816877,,-0.010657778725134737
2024-09-12 20:00:00-04:00,-0.8987776925176901,-1.032473919302922,-0.8604102575776837,-1.01405708902592,-0.3914371527042579,-1.082750311417502,,0.02644181332079598
2024-09-15 20:00:00-04:00,-1.588840724082213,-1.6929774375916589,-1.6364668540060392,-1.6119783768850402,0.3239698216803996,-1.1715677454392934,,0.5896327675530277
2024-09-16 20:00:00-04:00,-1.666276774499252,-1.7239688050186988,-1.5801323326132404,-1.5665053986821624,-0.11425552498930057,-1.235810421028041,,-0.028209421946930213
2024-09-17 20:00:00-04:00,-1.4898402039287795,-1.1612817901715455,-1.2848617377268574,-1.1891764306157298,0.3409914334854634,-1.2739303219044964,,-0.24087307224339238
2024-09-18 20:00:00-04:00,-0.7605690455708191,-0.47269234515205577,-0.5962207779424958,-0.3977531078507459,0.5590699231132731,-1.1558940806119198,,-0.6655222071254827
2024-09-19 20:00:00-04:00,-0.2724278669925114,-0.155999309257016,-0.3058066073141147,-0.4625762895442119,8.53620805654094,-1.045597920715578,,0.16297341344166316
2024-09-22 20:00:00-04:00,-0.5302213006593672,-0.5085261137395668,-0.4816091654537037,-0.629955549737782,0.1589347876109629,-0.8491933552861264,,0.3618414172470732
2024-09-23 20:00:00-04:00,-0.4023047869957736,-0.5182109160605163,-0.4893794442665053,-0.5428796340301426,-0.1764285010956506,-0.6444682023557224,,-0.13822549185237687
2024-09-24 20:00:00-04:00,-0.7664502645898358,-0.7177178438720698,-0.6554691538900942,-0.6396306514830761,-0.2159297458373008,-0.5345590465291917,,0.17821817468945889
2024-09-25 20:00:00-04:00,-0.5341421133387118,-0.6005317357885835,-0.5204605595177005,-0.5283669814122051,-0.3955512132042746,-0.5606818212414835,,-0.17394987218465863
2024-09-26 20:00:00-04:00,-0.42043854563774,-0.5017467521149006,-0.3368877225653099,-0.5022442066999154,-0.47822827390546785,-0.5686154046726243,-0.9116945125607196,-0.04944058889234404
2024-09-29 20:00:00-04:00,-0.26556644480365854,-0.1647156313458698,-0.10863578243932302,0.0018285942298603111,0.17943567373214314,-0.4422585758790958,-0.8923443090701333,-1.0036408468340041
2024-09-30 20:00:00-04:00,-0.3165370096351258,-0.4891565090976677,-0.6826651297348924,-0.6551108142755445,0.44834994372559817,-0.46470481192817614,-0.8757031340682291,-359.2592592592777
2024-10-01 20:00:00-04:00,-0.6723507602855865,-0.7099700020153117,-0.7525976390500883,-0.5999627343273726,-0.5144996619405996,-0.4567712284970355,-0.8470164573934349,-0.08418129993649637
2024-10-02 20:00:00-04:00,-0.7458659980232846,-0.764689135128674,-0.7234590935020916,-0.7073563637001311,-0.4776522002975193,-0.4925691049546207,-0.8311009150224278,0.17900049991131395
2024-10-03 20:00:00-04:00,-0.4753299231485555,-0.6489557473933312,-0.6447850205224966,-0.5980277139783144,-0.3731178472976049,-0.5117258064103005,-0.8021723608040012,-0.15455950540958763
2024-10-06 20:00:00-04:00,-0.8085990008927816,-0.8726746810072585,-0.9167447789704786,-1.0924254131627962,-0.30470673916653207,-0.7305766078888317,-0.7983990711233369,0.8267136917377202
2024-10-07 20:00:00-04:00,-0.8282030642895004,-0.8445887542765056,-0.7302580874632882,-0.6976812619548333,-0.5469566326222383,-0.7390906974246895,-0.7710185331841573,-0.36134654728060334
2024-10-08 20:00:00-04:00,-0.7370441694947595,-0.47947170677671824,-0.5767950809104955,-0.3329299261572836,-0.4919999514564657,-0.6856841357906718,-0.7377361831803488,-0.5228051198846201
2024-10-09 20:00:00-04:00,-0.4870923611865852,-0.5036837125790921,-0.3495144256361135,-0.38130543488375035,-0.663246453047415,-0.6204739500273956,-0.7074047392088548,0.1453023742407975
2024-10-10 20:00:00-04:00,-0.3381014793715205,-0.5124000346679458,-0.33300258315891285,-0.5254644508886162,-0.5500127583731628,-0.6059612974094559,-0.6829751073019896,0.37806703712160816
2024-10-13 20:00:00-04:00,-0.39691366956168045,-0.28771262082192656,-0.2106206918573191,-0.16264813544012086,-0.2927764007356576,-0.4200058418649209,-0.6105085952297438,-0.6904678610226332
2024-10-14 20:00:00-04:00,0.08436608682778167,0.270131992864752,0.15555369719586107,0.08406695906485273,0.4947854160324203,-0.2636561976609837,-0.527979977342393,-1.5168639581226684
2024-10-15 20:00:00-04:00,-0.11265475030924935,-0.24994189177022044,-0.09018137025892385,-0.11620764706271583,-0.4764462173863053,-0.22031174184207009,-0.4743315381647423,-2.38232247669466
2024-10-16 20:00:00-04:00,0.06672242977073516,-0.08239481161780257,-0.024134000350128765,-0.0804097706051321,-0.5109146796533253,-0.16013260898634646,-0.45846437130246154,-0.3080509532928074
2024-10-17 20:00:00-04:00,0.33627830147562443,0.14326108246031616,0.31484441285824943,0.19533062913572374,-0.08537004600305084,-0.015973592981478463,-0.4255690253684648,-3.4291902298158887
